"","X","ID","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","MonthlyIncome","Salary"
"239",239,1109,27,"No","Travel_Frequently",1242,"Sales",20,3,"Life Sciences",1,293,4,"Female",90,3,2,"Sales Executive",3,"Single",12916,1,"Y","No",14,3,4,80,0,7,2,3,7,7,0,7,NA,154992
"240",240,1110,35,"No","Travel_Rarely",682,"Sales",18,4,"Medical",1,1945,2,"Male",71,3,2,"Sales Executive",1,"Married",15975,0,"Y","No",16,3,4,80,1,6,2,1,5,3,0,4,NA,191700
"241",241,1111,35,"No","Non-Travel",208,"Research & Development",8,4,"Life Sciences",1,1630,3,"Female",52,3,2,"Healthcare Representative",3,"Married",12250,1,"Y","No",12,3,4,80,1,15,5,3,14,11,2,9,NA,147000
"242",242,1112,59,"No","Travel_Rarely",1089,"Sales",1,2,"Technical Degree",1,1048,2,"Male",66,3,3,"Manager",4,"Married",11038,3,"Y","Yes",14,3,3,80,1,14,1,1,6,4,0,4,NA,132456
"243",243,1113,33,"Yes","Travel_Rarely",1277,"Research & Development",15,1,"Medical",1,582,2,"Male",56,3,3,"Manager",3,"Married",24619,7,"Y","Yes",12,3,4,80,0,15,2,4,7,6,7,7,NA,295428
"244",244,1114,50,"Yes","Travel_Frequently",562,"Sales",8,2,"Technical Degree",1,723,2,"Male",50,3,2,"Sales Executive",3,"Married",23452,3,"Y","Yes",14,3,1,80,1,18,4,3,4,3,1,3,NA,281424
"245",245,1115,47,"No","Travel_Rarely",1180,"Research & Development",25,3,"Medical",1,1993,1,"Male",84,3,3,"Healthcare Representative",3,"Single",13084,2,"Y","No",23,4,2,80,0,25,3,3,17,14,12,11,NA,157008
"246",246,1116,27,"No","Travel_Frequently",1131,"Research & Development",15,3,"Life Sciences",1,1870,4,"Female",77,2,1,"Research Scientist",1,"Married",23844,0,"Y","No",19,3,4,80,1,8,2,2,7,6,7,3,NA,286128
"247",247,1117,37,"No","Travel_Rarely",1305,"Research & Development",10,4,"Life Sciences",1,518,3,"Male",49,3,2,"Manufacturing Director",2,"Single",21123,2,"Y","Yes",12,3,4,80,0,18,2,2,1,0,0,1,NA,253476
"248",248,1118,28,"No","Non-Travel",1476,"Research & Development",1,3,"Life Sciences",1,1315,3,"Female",55,1,2,"Laboratory Technician",4,"Married",16392,0,"Y","No",11,3,1,80,3,10,6,3,9,8,7,5,NA,196704
"249",249,1119,58,"No","Travel_Rarely",1272,"Research & Development",5,3,"Technical Degree",1,940,3,"Female",37,2,3,"Healthcare Representative",2,"Divorced",9255,2,"Y","Yes",13,3,4,80,1,24,3,3,6,0,0,4,NA,111060
"250",250,1120,34,"No","Travel_Rarely",204,"Sales",14,3,"Technical Degree",1,666,3,"Female",31,3,1,"Sales Representative",3,"Divorced",2912,1,"Y","Yes",18,3,4,80,2,8,3,3,8,2,0,6,NA,34944
"251",251,1121,50,"Yes","Travel_Rarely",410,"Sales",28,3,"Marketing",1,2055,4,"Male",39,2,3,"Sales Executive",1,"Divorced",16586,4,"Y","Yes",13,3,2,80,1,20,3,3,3,2,2,0,NA,199032
"252",252,1122,48,"No","Non-Travel",1262,"Research & Development",1,4,"Medical",1,1116,1,"Male",35,4,4,"Manager",4,"Single",16154,2,"Y","No",22,4,3,80,0,27,3,2,5,4,2,1,NA,193848
"253",253,1123,31,"No","Travel_Frequently",1125,"Research & Development",1,3,"Life Sciences",1,1956,4,"Male",48,1,2,"Research Scientist",1,"Married",5771,1,"Y","No",21,4,2,80,0,10,6,3,10,8,8,7,NA,69252
"254",254,1124,45,"No","Non-Travel",1195,"Research & Development",2,2,"Medical",1,264,1,"Male",65,2,4,"Manager",4,"Married",20462,9,"Y","No",23,4,4,80,1,22,1,3,20,8,11,8,NA,245544
"255",255,1125,34,"No","Travel_Rarely",1320,"Research & Development",20,3,"Technical Degree",1,1265,3,"Female",89,4,1,"Research Scientist",3,"Married",21643,0,"Y","No",17,3,4,80,0,2,5,2,1,0,0,0,NA,259716
"256",256,1126,19,"Yes","Travel_Frequently",602,"Sales",1,1,"Technical Degree",1,235,3,"Female",100,1,1,"Sales Representative",1,"Single",20989,0,"Y","No",21,4,1,80,0,1,5,4,0,0,0,0,NA,251868
"257",257,1127,24,"Yes","Travel_Frequently",1287,"Research & Development",7,3,"Life Sciences",1,647,1,"Female",55,3,1,"Laboratory Technician",3,"Married",14168,1,"Y","Yes",16,3,4,80,1,6,4,3,6,3,1,2,NA,170016
"258",258,1128,52,"No","Travel_Rarely",1325,"Research & Development",11,4,"Life Sciences",1,813,4,"Female",82,3,2,"Laboratory Technician",3,"Married",21821,8,"Y","No",20,4,2,80,1,9,3,3,5,2,1,4,NA,261852
"259",259,1129,41,"No","Travel_Rarely",334,"Sales",2,4,"Life Sciences",1,410,4,"Male",88,3,4,"Manager",2,"Single",15896,1,"Y","No",19,3,2,80,0,22,2,3,22,10,0,4,NA,190752
"260",260,1130,22,"No","Travel_Rarely",217,"Research & Development",8,1,"Life Sciences",1,1019,2,"Male",94,1,1,"Laboratory Technician",1,"Married",6881,1,"Y","No",15,3,1,80,1,4,3,2,4,3,1,1,NA,82572
"261",261,1131,31,"No","Travel_Frequently",1327,"Research & Development",3,4,"Medical",1,337,2,"Male",73,3,3,"Research Director",3,"Divorced",13523,9,"Y","No",12,3,1,80,1,9,3,3,2,2,2,2,NA,162276
"262",262,1132,39,"No","Travel_Rarely",412,"Research & Development",13,4,"Medical",1,1307,3,"Female",94,2,4,"Manager",2,"Divorced",17334,6,"Y","Yes",13,3,4,80,2,21,4,3,19,9,15,2,NA,208008
"263",263,1133,42,"No","Travel_Rarely",622,"Research & Development",2,4,"Life Sciences",1,659,3,"Female",81,3,2,"Healthcare Representative",4,"Married",5718,1,"Y","No",13,3,2,80,2,10,4,3,10,2,2,2,NA,68616
"264",264,1134,38,"No","Travel_Frequently",148,"Research & Development",2,3,"Medical",1,1675,4,"Female",42,2,1,"Laboratory Technician",2,"Single",23826,1,"Y","No",22,4,2,80,0,4,3,3,4,3,3,3,NA,285912
"265",265,1135,32,"Yes","Travel_Rarely",1033,"Research & Development",9,3,"Medical",1,190,1,"Female",41,3,1,"Laboratory Technician",1,"Single",10224,7,"Y","No",22,4,1,80,0,10,2,4,5,4,0,4,NA,122688
"266",266,1136,26,"No","Travel_Rarely",192,"Research & Development",1,2,"Medical",1,1083,1,"Male",59,2,1,"Laboratory Technician",1,"Married",11141,1,"Y","No",16,3,1,80,2,6,2,3,5,3,1,3,NA,133692
"267",267,1137,37,"No","Travel_Rarely",921,"Research & Development",10,3,"Medical",1,486,3,"Female",98,3,1,"Laboratory Technician",1,"Married",17663,6,"Y","No",20,4,2,80,1,17,3,3,5,4,0,3,NA,211956
"268",268,1138,41,"No","Travel_Frequently",1018,"Sales",1,3,"Marketing",1,1349,3,"Female",66,3,2,"Sales Executive",1,"Divorced",4297,0,"Y","No",17,3,4,80,1,10,2,3,9,3,1,7,NA,51564
"269",269,1139,38,"No","Travel_Rarely",119,"Sales",3,3,"Life Sciences",1,307,1,"Male",76,3,3,"Sales Executive",3,"Divorced",9647,0,"Y","No",12,3,3,80,2,17,6,2,16,10,5,13,NA,115764
"270",270,1140,43,"No","Travel_Rarely",1291,"Research & Development",15,2,"Life Sciences",1,1666,3,"Male",65,2,4,"Research Director",3,"Married",3525,1,"Y","No",24,4,1,80,1,14,3,3,14,10,6,11,NA,42300
"271",271,1141,31,"No","Travel_Rarely",1463,"Research & Development",23,3,"Medical",1,367,2,"Male",64,2,2,"Healthcare Representative",4,"Married",14408,0,"Y","No",21,4,2,80,1,10,2,3,9,0,7,8,NA,172896
"272",272,1142,42,"No","Travel_Rarely",691,"Sales",8,4,"Marketing",1,35,3,"Male",48,3,2,"Sales Executive",2,"Married",21173,0,"Y","No",11,3,4,80,1,10,2,3,9,7,4,2,NA,254076
"273",273,1143,48,"No","Travel_Rarely",1355,"Research & Development",4,4,"Life Sciences",1,1024,3,"Male",78,2,3,"Healthcare Representative",3,"Single",22245,7,"Y","No",14,3,2,80,0,27,3,3,15,11,4,8,NA,266940
"274",274,1144,28,"No","Travel_Rarely",821,"Sales",5,4,"Medical",1,916,1,"Male",98,3,2,"Sales Executive",4,"Single",24252,1,"Y","No",14,3,2,80,0,4,3,3,4,2,0,2,NA,291024
"275",275,1145,44,"No","Travel_Frequently",602,"Human Resources",1,5,"Human Resources",1,1642,1,"Male",37,3,2,"Human Resources",4,"Married",10503,4,"Y","Yes",11,3,3,80,0,14,3,3,10,7,0,2,NA,126036
"276",276,1146,45,"No","Travel_Rarely",374,"Sales",20,3,"Life Sciences",1,2046,4,"Female",50,3,2,"Sales Executive",3,"Single",23333,8,"Y","No",15,3,3,80,0,8,3,3,5,3,0,1,NA,279996
"277",277,1147,34,"No","Travel_Rarely",628,"Research & Development",8,3,"Medical",1,2068,2,"Male",82,4,2,"Laboratory Technician",3,"Married",10228,2,"Y","No",12,3,1,80,0,6,3,4,4,3,1,2,NA,122736
"278",278,1148,31,"No","Travel_Rarely",471,"Research & Development",4,3,"Medical",1,1916,1,"Female",62,4,1,"Laboratory Technician",3,"Divorced",16031,8,"Y","No",12,3,2,80,1,4,0,2,2,2,2,2,NA,192372
"279",279,1149,29,"No","Travel_Rarely",1010,"Research & Development",1,3,"Life Sciences",1,1249,1,"Female",97,3,1,"Research Scientist",4,"Divorced",5598,1,"Y","No",15,3,1,80,3,3,5,3,3,2,1,2,NA,67176
"280",280,1150,30,"No","Travel_Rarely",288,"Research & Development",2,3,"Life Sciences",1,117,3,"Male",99,2,2,"Healthcare Representative",4,"Married",15830,1,"Y","No",19,3,1,80,3,11,3,3,11,10,10,8,NA,189960
"281",281,1151,38,"No","Travel_Frequently",693,"Research & Development",7,3,"Life Sciences",1,1382,4,"Male",57,4,1,"Research Scientist",3,"Divorced",15748,1,"Y","No",11,3,4,80,3,4,2,3,4,2,0,3,NA,188976
"282",282,1152,27,"No","Travel_Frequently",793,"Sales",2,1,"Life Sciences",1,1371,4,"Male",43,1,2,"Sales Executive",4,"Single",20392,3,"Y","No",20,4,2,80,0,8,3,3,6,2,0,0,NA,244704
"283",283,1153,54,"No","Travel_Frequently",928,"Research & Development",20,4,"Life Sciences",1,450,4,"Female",31,3,2,"Research Scientist",3,"Single",16885,3,"Y","No",12,3,4,80,0,20,4,2,4,3,0,3,NA,202620
"284",284,1154,28,"Yes","Travel_Rarely",1485,"Research & Development",12,1,"Life Sciences",1,1175,3,"Female",79,3,1,"Laboratory Technician",4,"Married",22955,1,"Y","Yes",11,3,4,80,0,1,4,2,1,1,0,0,NA,275460
"285",285,1155,49,"No","Travel_Rarely",470,"Research & Development",20,4,"Medical",1,170,3,"Female",96,3,2,"Manufacturing Director",1,"Married",5549,1,"Y","No",14,3,3,80,0,16,2,2,15,11,5,11,NA,66588
"286",286,1156,51,"No","Travel_Rarely",313,"Research & Development",3,3,"Medical",1,258,4,"Female",98,3,4,"Healthcare Representative",2,"Single",7192,3,"Y","No",18,3,3,80,0,21,6,3,7,7,1,0,NA,86304
"287",287,1157,29,"Yes","Travel_Rarely",341,"Sales",1,3,"Medical",1,896,2,"Female",48,2,1,"Sales Representative",3,"Divorced",23522,6,"Y","Yes",19,3,3,80,3,5,3,3,3,2,0,2,NA,282264
"288",288,1158,36,"No","Travel_Rarely",430,"Research & Development",2,4,"Other",1,1847,4,"Female",73,3,2,"Research Scientist",2,"Married",19573,4,"Y","Yes",22,4,4,80,1,15,2,3,1,0,0,0,NA,234876
"289",289,1159,27,"No","Travel_Rarely",199,"Research & Development",6,3,"Life Sciences",1,1162,4,"Male",55,2,1,"Research Scientist",3,"Married",7950,1,"Y","No",13,3,3,80,1,4,0,3,4,2,2,2,NA,95400
"290",290,1160,36,"No","Travel_Rarely",216,"Research & Development",6,2,"Medical",1,178,2,"Male",84,3,2,"Manufacturing Director",2,"Divorced",2819,6,"Y","No",20,4,4,80,2,7,0,3,3,2,0,1,NA,33828
"291",291,1161,44,"Yes","Travel_Rarely",1097,"Research & Development",10,4,"Life Sciences",1,1200,3,"Male",96,3,1,"Research Scientist",3,"Single",10826,1,"Y","Yes",11,3,3,80,0,6,4,3,6,4,0,2,NA,129912
"292",292,1162,38,"No","Travel_Rarely",168,"Research & Development",1,3,"Life Sciences",1,743,3,"Female",81,3,3,"Manufacturing Director",3,"Single",15397,4,"Y","Yes",14,3,4,80,0,10,4,4,1,0,0,0,NA,184764
"293",293,1163,29,"No","Travel_Frequently",574,"Research & Development",20,1,"Medical",1,1852,4,"Male",40,3,1,"Laboratory Technician",4,"Married",7003,1,"Y","No",13,3,2,80,0,11,3,4,11,8,3,10,NA,84036
"294",294,1164,37,"No","Travel_Rarely",799,"Research & Development",1,3,"Technical Degree",1,623,2,"Female",59,3,3,"Manufacturing Director",4,"Single",23848,4,"Y","No",17,3,4,80,0,12,3,4,6,5,1,2,NA,286176
"295",295,1165,26,"Yes","Travel_Frequently",887,"Research & Development",5,2,"Medical",1,848,3,"Female",88,2,1,"Research Scientist",3,"Married",20898,1,"Y","Yes",14,3,1,80,1,8,2,3,8,7,1,7,NA,250776
"296",296,1166,32,"No","Travel_Frequently",116,"Research & Development",13,3,"Other",1,1234,3,"Female",77,2,1,"Laboratory Technician",2,"Married",7331,1,"Y","No",20,4,3,80,1,2,2,3,2,2,2,2,NA,87972
"297",297,1167,40,"No","Travel_Rarely",1492,"Research & Development",20,4,"Technical Degree",1,1092,1,"Male",61,3,3,"Healthcare Representative",4,"Married",26542,4,"Y","No",20,4,4,80,1,14,6,3,11,10,11,1,NA,318504
"298",298,1168,30,"No","Travel_Rarely",1082,"Sales",12,3,"Technical Degree",1,533,2,"Female",83,3,2,"Sales Executive",3,"Single",19558,0,"Y","No",11,3,2,80,0,6,6,3,5,4,4,4,NA,234696
"299",299,1169,27,"No","Travel_Rarely",798,"Research & Development",6,4,"Medical",1,655,1,"Female",66,2,1,"Research Scientist",3,"Divorced",5013,0,"Y","No",12,3,3,80,2,6,5,2,5,3,0,3,NA,60156
"300",300,1170,37,"No","Travel_Rarely",290,"Research & Development",21,3,"Life Sciences",1,267,2,"Male",65,4,1,"Research Scientist",1,"Married",22977,1,"Y","Yes",12,3,1,80,1,8,3,2,8,7,1,7,NA,275724
"301",301,1171,35,NA,"Travel_Rarely",750,"Research & Development",28,3,"Life Sciences",1,1596,2,"Male",46,4,2,"Laboratory Technician",3,"Married",25348,1,"Y","No",17,3,4,80,2,10,3,2,10,9,6,8,3407,304176
"302",302,1172,33,NA,"Travel_Rarely",147,"Human Resources",2,3,"Human Resources",1,1207,2,"Male",99,3,1,"Human Resources",3,"Married",8429,1,"Y","No",13,3,4,80,1,5,2,3,5,4,1,4,3600,101148
"303",303,1173,26,NA,"Travel_Rarely",1330,"Research & Development",21,3,"Medical",1,1107,1,"Male",37,3,1,"Laboratory Technician",3,"Divorced",19373,1,"Y","No",20,4,3,80,1,1,0,2,1,1,0,0,2377,232476
"304",304,1174,55,NA,"Travel_Rarely",1311,"Research & Development",2,3,"Life Sciences",1,505,3,"Female",97,3,4,"Manager",4,"Single",23258,2,"Y","Yes",13,3,3,80,0,30,2,3,5,4,1,2,16659,279096
"305",305,1175,29,NA,"Travel_Rarely",1246,"Sales",19,3,"Life Sciences",1,1497,3,"Male",77,2,2,"Sales Executive",3,"Divorced",23757,1,"Y","No",14,3,3,80,2,10,3,3,10,7,0,4,8620,285084
"306",306,1176,51,NA,"Travel_Frequently",1456,"Research & Development",1,4,"Medical",1,145,1,"Female",30,2,3,"Healthcare Representative",1,"Single",25796,3,"Y","No",20,4,3,80,0,23,1,2,13,12,12,8,7484,309552
"307",307,1177,52,NA,"Non-Travel",585,"Sales",29,4,"Life Sciences",1,2019,1,"Male",40,3,1,"Sales Representative",4,"Divorced",19788,2,"Y","No",15,3,2,80,2,16,3,2,9,8,0,0,3482,237456
"308",308,1178,39,NA,"Travel_Rarely",1387,"Research & Development",10,5,"Medical",1,1618,2,"Male",76,3,2,"Manufacturing Director",1,"Married",3835,2,"Y","No",13,3,4,80,3,10,3,3,7,7,7,7,5377,46020
"309",309,1179,31,NA,"Travel_Rarely",1062,"Research & Development",24,3,"Medical",1,1252,3,"Female",96,2,2,"Healthcare Representative",1,"Single",17198,1,"Y","No",19,3,2,80,0,10,2,3,10,9,1,8,6812,206376
"310",310,1180,31,NA,"Travel_Frequently",534,"Research & Development",20,3,"Life Sciences",1,587,1,"Male",66,3,3,"Healthcare Representative",3,"Married",22908,3,"Y","No",12,3,1,80,0,12,2,3,1,0,0,0,9824,274896
"311",311,1181,40,NA,"Travel_Frequently",1469,"Research & Development",9,4,"Medical",1,964,4,"Male",35,3,1,"Research Scientist",2,"Divorced",25063,8,"Y","Yes",14,3,4,80,1,3,2,3,1,1,0,0,3617,300756
"312",312,1182,31,NA,"Travel_Rarely",1082,"Research & Development",1,4,"Medical",1,95,3,"Male",87,3,1,"Research Scientist",2,"Single",18775,1,"Y","No",17,3,2,80,0,1,4,3,1,1,1,0,2501,225300
"313",313,1183,33,NA,"Non-Travel",775,"Research & Development",4,3,"Technical Degree",1,1771,4,"Male",90,3,2,"Research Scientist",2,"Divorced",6194,5,"Y","No",15,3,4,80,2,11,2,2,9,8,1,7,3055,74328
"314",314,1184,50,NA,"Travel_Rarely",691,"Research & Development",2,3,"Medical",1,815,3,"Male",64,3,4,"Research Director",3,"Married",6881,5,"Y","No",16,3,4,80,0,30,3,3,4,3,0,3,17639,82572
"315",315,1185,33,NA,"Travel_Rarely",516,"Research & Development",8,5,"Life Sciences",1,1515,4,"Male",69,3,2,"Healthcare Representative",3,"Single",22049,2,"Y","Yes",17,3,1,80,0,14,6,3,0,0,0,0,6388,264588
"316",316,1186,42,NA,"Non-Travel",335,"Research & Development",23,2,"Life Sciences",1,1976,4,"Male",37,2,2,"Research Scientist",3,"Single",14811,1,"Y","No",12,3,4,80,0,20,2,3,20,9,3,7,4332,177732
"317",317,1187,33,NA,"Travel_Rarely",575,"Research & Development",25,3,"Life Sciences",1,1545,4,"Male",44,2,2,"Manufacturing Director",2,"Single",24152,1,"Y","No",13,3,4,80,0,5,2,3,5,3,0,2,4320,289824
"318",318,1188,29,NA,"Travel_Rarely",694,"Research & Development",1,3,"Life Sciences",1,1264,4,"Female",87,2,4,"Research Director",4,"Divorced",3423,3,"Y","No",14,3,2,80,2,9,2,2,7,7,1,7,16124,41076
"319",319,1189,55,NA,"Travel_Rarely",436,"Sales",2,1,"Medical",1,842,3,"Male",37,3,2,"Sales Executive",4,"Single",21519,4,"Y","No",16,3,3,80,0,12,3,2,9,7,7,3,5160,258228
"320",320,1190,49,NA,"Travel_Rarely",1184,"Sales",11,3,"Marketing",1,840,3,"Female",43,3,3,"Sales Executive",4,"Married",5860,1,"Y","No",18,3,1,80,2,9,3,4,9,8,7,7,7654,70320
"321",321,1191,32,NA,"Travel_Rarely",267,"Research & Development",29,4,"Life Sciences",1,2010,3,"Female",49,2,1,"Laboratory Technician",2,"Single",15919,1,"Y","No",13,3,3,80,0,6,3,3,6,2,4,1,2837,191028
"322",322,1192,50,NA,"Travel_Rarely",1126,"Research & Development",1,2,"Medical",1,997,4,"Male",66,3,4,"Research Director",4,"Divorced",6615,9,"Y","No",22,4,3,80,1,32,1,2,5,4,1,3,17399,79380
"323",323,1193,54,NA,"Travel_Rarely",157,"Research & Development",10,3,"Medical",1,1980,3,"Female",77,3,2,"Manufacturing Director",1,"Single",25198,6,"Y","Yes",19,3,4,80,0,9,3,3,5,2,1,4,4440,302376
"324",324,1194,24,NA,"Travel_Frequently",897,"Human Resources",10,3,"Medical",1,1746,1,"Male",59,3,1,"Human Resources",4,"Married",2097,0,"Y","No",14,3,4,80,1,3,2,3,2,2,2,1,2145,25164
"325",325,1195,45,NA,"Travel_Rarely",1038,"Research & Development",20,3,"Medical",1,1460,2,"Male",95,1,3,"Healthcare Representative",1,"Divorced",19863,2,"Y","Yes",18,3,2,80,1,24,2,3,7,7,0,7,10851,238356
"326",326,1196,36,NA,"Non-Travel",635,"Sales",10,4,"Medical",1,592,2,"Male",32,3,3,"Sales Executive",4,"Single",15318,1,"Y","No",14,3,4,80,0,10,3,2,10,3,9,7,9980,183816
"327",327,1197,41,NA,"Non-Travel",552,"Human Resources",4,3,"Human Resources",1,1722,3,"Male",60,1,2,"Human Resources",2,"Married",20794,6,"Y","No",19,3,2,80,1,10,4,3,3,2,1,2,6430,249528
"328",328,1198,21,NA,"Travel_Rarely",1343,"Sales",22,1,"Technical Degree",1,669,3,"Male",49,3,1,"Sales Representative",3,"Single",24444,1,"Y","No",11,3,3,80,0,3,2,3,3,2,1,2,3447,293328
"329",329,1199,36,NA,"Travel_Rarely",335,"Sales",17,2,"Marketing",1,1908,3,"Male",33,2,2,"Sales Executive",2,"Married",16822,2,"Y","No",16,3,3,80,2,12,1,1,4,2,1,3,5507,201864
"330",330,1200,30,NA,"Travel_Frequently",109,"Research & Development",5,3,"Medical",1,1017,2,"Female",60,3,1,"Laboratory Technician",2,"Single",25725,0,"Y","No",17,3,1,80,0,4,3,3,3,2,1,2,2422,308700
"331",331,1201,35,NA,"Travel_Frequently",146,"Research & Development",2,4,"Medical",1,1704,1,"Male",79,2,1,"Research Scientist",4,"Single",13970,0,"Y","Yes",14,3,3,80,0,6,2,4,5,4,1,4,4930,167640
"332",332,1202,46,NA,"Travel_Rarely",717,"Research & Development",13,4,"Life Sciences",1,1727,3,"Male",34,3,2,"Healthcare Representative",2,"Single",9697,6,"Y","No",14,3,4,80,0,19,3,3,10,7,0,9,5562,116364
"333",333,1203,39,NA,"Travel_Rarely",903,"Sales",2,5,"Life Sciences",1,985,1,"Male",41,4,3,"Sales Executive",3,"Single",2560,0,"Y","No",18,3,4,80,0,9,3,3,8,7,0,7,7880,30720
"334",334,1204,35,NA,"Travel_Rarely",185,"Research & Development",23,4,"Medical",1,1826,2,"Male",91,1,1,"Laboratory Technician",3,"Married",9696,0,"Y","No",16,3,2,80,1,6,2,4,5,4,0,3,2705,116352
"335",335,1205,21,NA,"Travel_Rarely",1334,"Research & Development",10,3,"Life Sciences",1,1079,3,"Female",36,2,1,"Laboratory Technician",1,"Single",17258,1,"Y","No",13,3,1,80,0,1,6,2,1,0,1,0,1416,207096
"336",336,1206,30,NA,"Travel_Rarely",1358,"Sales",16,1,"Life Sciences",1,1479,4,"Male",96,3,2,"Sales Executive",3,"Married",2939,8,"Y","No",15,3,3,80,2,4,2,2,2,1,2,2,5301,35268
"337",337,1207,42,NA,"Travel_Frequently",555,"Sales",26,3,"Marketing",1,404,3,"Female",77,3,4,"Sales Executive",2,"Married",14864,5,"Y","No",14,3,4,80,1,23,2,4,20,4,4,8,13525,178368
"338",338,1208,45,NA,"Travel_Frequently",1297,"Research & Development",1,4,"Medical",1,1922,2,"Male",44,3,2,"Healthcare Representative",3,"Single",14511,4,"Y","No",12,3,3,80,0,12,3,3,4,2,0,3,5399,174132
"339",339,1209,39,NA,"Travel_Frequently",672,"Research & Development",7,2,"Medical",1,444,3,"Male",54,2,5,"Manager",4,"Married",21141,1,"Y","No",15,3,1,80,1,21,2,3,21,9,13,3,19272,253692
"340",340,1210,48,NA,"Travel_Rarely",715,"Research & Development",1,3,"Life Sciences",1,1263,4,"Male",76,2,5,"Research Director",4,"Single",8733,6,"Y","No",12,3,3,80,0,25,3,4,1,0,0,0,18265,104796
"341",341,1211,38,NA,"Travel_Rarely",364,"Research & Development",3,5,"Technical Degree",1,193,4,"Female",32,3,2,"Research Scientist",3,"Single",2302,3,"Y","Yes",20,4,2,80,0,19,2,3,3,2,2,2,4317,27624
"342",342,1212,21,NA,"Travel_Rarely",546,"Research & Development",5,1,"Medical",1,1623,3,"Male",97,3,1,"Research Scientist",4,"Single",26009,1,"Y","No",18,3,3,80,0,3,2,3,2,2,2,2,3117,312108
"343",343,1213,55,NA,"Travel_Rarely",836,"Research & Development",8,3,"Medical",1,84,4,"Female",33,3,4,"Manager",3,"Divorced",19730,2,"Y","Yes",14,3,3,80,3,21,2,3,5,0,0,2,14756,236760
"344",344,1214,59,NA,"Travel_Rarely",1429,"Research & Development",18,4,"Medical",1,1283,4,"Male",67,3,3,"Manufacturing Director",4,"Single",20002,6,"Y","No",12,3,4,80,0,25,6,2,9,7,5,4,10512,240024
"345",345,1215,58,NA,"Travel_Rarely",1145,"Research & Development",9,3,"Medical",1,214,2,"Female",75,2,1,"Research Scientist",2,"Married",11873,4,"Y","Yes",20,4,2,80,1,9,3,2,1,0,0,0,3346,142476
"346",346,1216,49,NA,"Travel_Frequently",1064,"Research & Development",2,1,"Life Sciences",1,1941,2,"Male",42,3,5,"Research Director",4,"Married",13738,3,"Y","No",15,3,4,80,0,28,3,3,5,4,4,3,19161,164856
"347",347,1217,52,NA,"Travel_Rarely",1490,"Research & Development",4,2,"Life Sciences",1,546,4,"Female",30,3,4,"Manager",4,"Married",10310,2,"Y","No",13,3,4,80,0,31,2,1,5,2,1,4,16555,123720
"348",348,1218,37,NA,"Travel_Rarely",589,"Sales",9,2,"Marketing",1,1787,2,"Male",46,2,2,"Sales Executive",2,"Married",8800,1,"Y","No",14,3,1,80,2,5,2,3,5,2,0,3,4189,105600
"349",349,1219,37,NA,"Non-Travel",1413,"Research & Development",5,2,"Technical Degree",1,1440,3,"Male",84,4,1,"Laboratory Technician",3,"Single",25470,0,"Y","No",14,3,1,80,0,7,2,1,6,5,1,3,3500,305640
"350",350,1220,26,NA,"Travel_Frequently",921,"Research & Development",1,1,"Medical",1,1068,1,"Female",66,2,1,"Research Scientist",3,"Divorced",25265,1,"Y","No",13,3,3,80,2,5,5,3,5,3,1,3,2007,303180
"351",351,1221,52,NA,"Travel_Rarely",621,"Sales",3,4,"Marketing",1,776,3,"Male",31,2,4,"Manager",1,"Married",10084,1,"Y","No",11,3,1,80,0,34,3,4,34,6,1,16,16856,121008
"352",352,1222,33,NA,"Travel_Frequently",1392,"Research & Development",3,4,"Life Sciences",1,5,4,"Female",56,3,1,"Research Scientist",3,"Married",23159,1,"Y","Yes",11,3,3,80,0,8,3,3,8,7,3,0,2909,277908
"353",353,1223,32,NA,"Non-Travel",300,"Research & Development",1,3,"Life Sciences",1,882,4,"Male",61,3,1,"Laboratory Technician",4,"Divorced",9148,0,"Y","No",12,3,2,80,1,4,2,3,3,0,0,2,2314,109776
"354",354,1224,51,NA,"Travel_Rarely",1178,"Sales",14,2,"Life Sciences",1,500,3,"Female",87,3,2,"Sales Executive",4,"Married",14862,4,"Y","No",11,3,3,80,1,18,2,2,7,7,0,7,4936,178344
"355",355,1225,39,NA,"Travel_Rarely",1329,"Sales",4,4,"Life Sciences",1,182,4,"Female",47,2,2,"Sales Executive",3,"Married",14590,4,"Y","No",14,3,3,80,1,17,1,4,15,11,5,9,5902,175080
"356",356,1226,39,NA,"Travel_Frequently",1218,"Research & Development",1,1,"Life Sciences",1,531,2,"Male",52,3,5,"Manager",3,"Divorced",8213,1,"Y","Yes",14,3,3,80,1,21,3,3,21,8,1,6,19197,98556
"357",357,1227,33,NA,"Travel_Rarely",527,"Research & Development",1,4,"Other",1,780,4,"Male",63,3,1,"Research Scientist",4,"Single",5207,1,"Y","Yes",13,3,3,80,0,10,2,2,10,9,7,8,2686,62484
